case_id,pkt_id,src_rid,dst_rid,msg_class,vc_id,pkt_len,inject_cycle,finish_cycle,latency,status,error_code
465,1115,2,5,REQ,1,6,4576305,4576321,16,PASS,PASS
466,1116,3,6,RESP,3,6,4593356,4593372,16,PASS,PASS
466,1117,2,0,RESP,3,4,4593356,4593371,15,PASS,PASS
466,1118,5,0,REQ,0,6,4593356,4593378,22,PASS,PASS
467,1119,0,8,REQ,0,5,4610407,4610430,23,PASS,PASS
467,1120,7,2,REQ,1,2,4610407,4610421,14,PASS,PASS
467,1121,1,2,RESP,2,3,4610407,4610417,10,PASS,PASS
468,1122,7,5,RESP,3,2,4627458,4627469,11,PASS,PASS
468,1123,8,0,REQ,0,7,4627458,4627485,27,PASS,PASS
468,1124,4,7,REQ,0,3,4627458,4627468,10,PASS,PASS
469,1125,5,6,REQ,0,2,4644509,4644523,14,PASS,PASS
469,1126,6,1,RESP,3,5,4644509,4644529,20,PASS,PASS
469,1127,2,1,RESP,3,2,4644509,4644517,8,PASS,PASS
470,1128,6,2,REQ,1,2,4661560,4661577,17,PASS,PASS
470,1129,0,7,RESP,3,7,4661560,4661584,24,PASS,PASS
470,1130,1,8,RESP,2,3,4661560,4661576,16,PASS,PASS
471,1131,6,0,REQ,0,7,4678611,4678633,22,PASS,PASS
471,1132,4,7,RESP,3,2,4678611,4678619,8,PASS,PASS
471,1133,8,3,REQ,0,2,4678611,4678625,14,PASS,PASS
472,1134,7,2,REQ,1,5,4695662,4695682,20,PASS,PASS
472,1135,4,8,RESP,2,6,4695662,4695681,19,PASS,PASS
472,1136,3,8,RESP,3,6,4695662,4695684,22,PASS,PASS
473,1137,1,5,REQ,1,2,4712713,4712724,11,PASS,PASS
473,1138,7,5,REQ,1,5,4712713,4712731,18,PASS,PASS
473,1139,6,1,RESP,3,3,4712713,4712729,16,PASS,PASS
474,1140,3,0,RESP,2,5,4729764,4729778,14,PASS,PASS
474,1141,4,1,RESP,3,6,4729764,4729780,16,PASS,PASS
474,1142,8,0,REQ,1,6,4729764,4729789,25,PASS,PASS
475,1143,0,2,RESP,2,2,4746815,4746826,11,PASS,PASS
475,1144,5,3,REQ,0,5,4746815,4746832,17,PASS,PASS
475,1145,7,3,RESP,3,6,4746815,4746835,20,PASS,PASS
476,1146,1,8,REQ,0,7,4763866,4763890,24,PASS,PASS
476,1147,7,3,RESP,2,7,4763866,4763887,21,PASS,PASS
476,1148,2,5,RESP,2,5,4763866,4763880,14,PASS,PASS
477,1149,2,5,RESP,3,4,4780917,4780929,12,PASS,PASS
477,1150,6,1,REQ,1,3,4780917,4780933,16,PASS,PASS
477,1151,4,3,REQ,0,3,4780917,4780927,10,PASS,PASS
478,1152,7,2,RESP,3,7,4797968,4797992,24,PASS,PASS
478,1153,0,8,REQ,1,3,4797968,4797987,19,PASS,PASS
478,1154,4,7,RESP,3,3,4797968,4797978,10,PASS,PASS
479,1155,5,6,RESP,3,6,4815019,4815041,22,PASS,PASS
479,1156,0,3,REQ,0,3,4815019,4815029,10,PASS,PASS
479,1157,8,0,RESP,2,2,4815019,4815036,17,PASS,PASS
480,1158,2,0,RESP,2,6,4832070,4832090,20,PASS,PASS
480,1159,0,5,REQ,1,2,4832070,4832084,14,PASS,PASS
480,1160,8,0,RESP,3,2,4832070,4832087,17,PASS,PASS
481,1161,1,3,RESP,3,5,4849121,4849139,18,PASS,PASS
481,1162,3,6,REQ,1,6,4849121,4849137,16,PASS,PASS
481,1163,5,3,RESP,3,4,4849121,4849136,15,PASS,PASS
482,1164,2,6,RESP,3,3,4866172,4866191,19,PASS,PASS
482,1165,0,7,RESP,3,2,4866172,4866186,14,PASS,PASS
482,1166,4,7,RESP,3,2,4866172,4866180,8,PASS,PASS
483,1167,5,3,RESP,3,7,4883223,4883244,21,PASS,PASS
483,1168,2,4,REQ,1,7,4883223,4883244,21,PASS,PASS
483,1169,1,4,RESP,2,4,4883223,4883235,12,PASS,PASS
484,1170,5,1,REQ,1,7,4900274,4900295,21,PASS,PASS
484,1171,4,2,RESP,3,2,4900274,4900285,11,PASS,PASS
484,1172,1,2,REQ,1,2,4900274,4900282,8,PASS,PASS
485,1173,3,0,REQ,0,5,4917325,4917340,15,PASS,PASS
485,1174,7,0,REQ,0,7,4917325,4917349,24,PASS,PASS
485,1175,1,6,REQ,1,4,4917325,4917343,18,PASS,PASS
486,1176,8,1,REQ,0,4,4934376,4934394,18,PASS,PASS
486,1177,3,4,RESP,2,2,4934376,4934384,8,PASS,PASS
486,1178,7,3,REQ,1,4,4934376,4934391,15,PASS,PASS
487,1179,8,4,REQ,1,7,4951427,4951448,21,PASS,PASS
487,1180,7,0,RESP,3,3,4951427,4951443,16,PASS,PASS
487,1181,3,5,RESP,3,6,4951427,4951446,19,PASS,PASS
488,1182,2,1,RESP,3,6,4968478,4968494,16,PASS,PASS
488,1183,8,2,REQ,0,3,4968478,4968491,13,PASS,PASS
488,1184,5,4,RESP,3,5,4968478,4968492,14,PASS,PASS
489,1185,5,3,RESP,3,6,4985529,4985548,19,PASS,PASS
489,1186,4,6,RESP,3,2,4985529,4985540,11,PASS,PASS
489,1187,7,0,REQ,1,2,4985529,4985543,14,PASS,PASS
490,1188,1,4,RESP,3,3,5002580,5002590,10,PASS,PASS
490,1189,7,5,REQ,1,4,5002580,5002595,15,PASS,PASS
490,1190,3,7,RESP,3,7,5002580,5002601,21,PASS,PASS
491,1191,1,0,RESP,2,5,5019631,5019645,14,PASS,PASS
491,1192,7,1,RESP,2,7,5019631,5019652,21,PASS,PASS
491,1193,0,3,RESP,2,4,5019631,5019643,12,PASS,PASS
492,1194,8,2,REQ,1,7,5036682,5036703,21,PASS,PASS
492,1195,5,1,RESP,2,6,5036682,5036701,19,PASS,PASS
492,1196,2,7,REQ,1,3,5036682,5036698,16,PASS,PASS
493,1197,5,3,REQ,1,5,5053733,5053750,17,PASS,PASS
493,1198,4,2,REQ,0,7,5053733,5053754,21,PASS,PASS
493,1199,8,3,REQ,1,3,5053733,5053749,16,PASS,PASS
494,1200,0,5,RESP,2,6,5070784,5070806,22,PASS,PASS
494,1201,2,0,REQ,1,2,5070784,5070795,11,PASS,PASS
494,1202,6,7,REQ,0,5,5070784,5070798,14,PASS,PASS
495,1203,2,4,RESP,2,5,5087835,5087852,17,PASS,PASS
495,1204,8,5,RESP,2,3,5087835,5087845,10,PASS,PASS
495,1205,5,7,RESP,3,2,5087835,5087846,11,PASS,PASS
496,1206,5,1,REQ,0,6,5104886,5104905,19,PASS,PASS
496,1207,1,6,REQ,0,5,5104886,5104906,20,PASS,PASS
496,1208,3,0,RESP,2,7,5104886,5104904,18,PASS,PASS
497,1209,6,8,REQ,0,3,5121937,5121950,13,PASS,PASS
497,1210,8,7,RESP,3,2,5121937,5121945,8,PASS,PASS
497,1211,7,0,RESP,2,3,5121937,5121953,16,PASS,PASS
498,1212,6,5,RESP,2,2,5138988,5139002,14,PASS,PASS
498,1213,2,4,RESP,2,5,5138988,5139005,17,PASS,PASS
498,1214,3,4,REQ,0,2,5138988,5138996,8,PASS,PASS
499,1215,0,2,REQ,1,4,5156039,5156054,15,PASS,PASS
499,1216,2,7,REQ,0,5,5156039,5156059,20,PASS,PASS
499,1217,7,3,RESP,2,2,5156039,5156050,11,PASS,PASS
500,1218,3,5,RESP,3,6,5173090,5173109,19,PASS,PASS
500,1219,8,3,RESP,3,6,5173090,5173112,22,PASS,PASS
500,1220,4,2,RESP,2,3,5173090,5173103,13,PASS,PASS
501,1221,1,3,REQ,1,3,5190141,5190154,13,PASS,PASS
501,1222,7,3,REQ,1,6,5190141,5190161,20,PASS,PASS
501,1223,5,8,RESP,2,4,5190141,5190153,12,PASS,PASS
502,1224,6,1,REQ,1,6,5207192,5207214,22,PASS,PASS
502,1225,5,8,REQ,0,2,5207192,5207200,8,PASS,PASS
502,1226,8,7,REQ,0,6,5207192,5207208,16,PASS,PASS
503,1227,2,4,REQ,0,7,5224243,5224264,21,PASS,PASS
503,1228,5,6,REQ,1,4,5224243,5224261,18,PASS,PASS
503,1229,3,5,REQ,1,6,5224243,5224262,19,PASS,PASS
504,1230,2,8,RESP,3,5,5241294,5241311,17,PASS,PASS
504,1231,6,2,RESP,2,4,5241294,5241315,21,PASS,PASS
504,1232,5,4,RESP,2,5,5241294,5241308,14,PASS,PASS
505,1233,7,3,REQ,0,5,5258345,5258362,17,PASS,PASS
505,1234,0,4,REQ,0,6,5258345,5258364,19,PASS,PASS
505,1235,5,1,REQ,0,3,5258345,5258358,13,PASS,PASS
506,1236,4,2,REQ,0,5,5275396,5275413,17,PASS,PASS
506,1237,7,0,REQ,1,5,5275396,5275416,20,PASS,PASS
506,1238,6,1,RESP,2,7,5275396,5275420,24,PASS,PASS
507,1239,3,8,RESP,2,7,5292447,5292471,24,PASS,PASS
507,1240,2,6,REQ,0,6,5292447,5292472,25,PASS,PASS
507,1241,8,1,REQ,0,5,5292447,5292467,20,PASS,PASS
508,1242,8,6,RESP,2,3,5309498,5309511,13,PASS,PASS
508,1243,0,1,REQ,1,2,5309498,5309506,8,PASS,PASS
508,1244,3,7,REQ,1,3,5309498,5309511,13,PASS,PASS
509,1245,6,8,RESP,3,4,5326549,5326564,15,PASS,PASS
509,1246,7,3,RESP,3,6,5326549,5326568,19,PASS,PASS
509,1247,5,1,REQ,0,6,5326549,5326568,19,PASS,PASS
510,1248,4,1,RESP,3,3,5343600,5343610,10,PASS,PASS
510,1249,3,0,RESP,3,3,5343600,5343610,10,PASS,PASS
510,1250,1,5,RESP,3,6,5343600,5343619,19,PASS,PASS
511,1251,6,7,REQ,0,6,5360651,5360667,16,PASS,PASS
511,1252,1,0,RESP,3,7,5360651,5360669,18,PASS,PASS
511,1253,2,6,RESP,3,7,5360651,5360678,27,PASS,PASS
512,1254,0,7,RESP,2,6,5377702,5377724,22,PASS,PASS
512,1255,4,5,REQ,0,5,5377702,5377716,14,PASS,PASS
512,1256,1,6,REQ,1,3,5377702,5377718,16,PASS,PASS
513,1257,6,0,REQ,1,2,5394753,5394764,11,PASS,PASS
513,1258,3,6,REQ,0,3,5394753,5394763,10,PASS,PASS
513,1259,4,1,REQ,1,4,5394753,5394765,12,PASS,PASS
514,1260,2,7,RESP,2,4,5411804,5411822,18,PASS,PASS
514,1261,3,8,RESP,3,3,5411804,5411821,17,PASS,PASS
514,1262,1,8,REQ,1,4,5411804,5411822,18,PASS,PASS
515,1263,0,1,RESP,3,6,5428855,5428871,16,PASS,PASS
515,1264,1,3,REQ,1,3,5428855,5428868,13,PASS,PASS
515,1265,2,0,RESP,3,5,5428855,5428872,17,PASS,PASS
516,1266,0,6,RESP,3,7,5445906,5445927,21,PASS,PASS
516,1267,7,3,REQ,0,7,5445906,5445927,21,PASS,PASS
516,1268,1,6,REQ,1,7,5445906,5445930,24,PASS,PASS
517,1269,8,5,RESP,2,2,5462957,5462965,8,PASS,PASS
517,1270,0,8,REQ,1,4,5462957,5462978,21,PASS,PASS
517,1271,2,1,RESP,3,5,5462957,5462971,14,PASS,PASS
518,1272,6,0,RESP,2,3,5480008,5480021,13,PASS,PASS
518,1273,2,1,RESP,2,6,5480008,5480024,16,PASS,PASS
518,1274,4,3,RESP,3,6,5480008,5480024,16,PASS,PASS
519,1275,6,2,RESP,3,6,5497059,5497084,25,PASS,PASS
519,1276,4,0,RESP,2,6,5497059,5497078,19,PASS,PASS
519,1277,1,6,REQ,0,4,5497059,5497077,18,PASS,PASS
520,1278,3,7,REQ,0,5,5514110,5514127,17,PASS,PASS
520,1279,1,8,RESP,2,4,5514110,5514128,18,PASS,PASS
520,1280,4,1,RESP,2,4,5514110,5514122,12,PASS,PASS
521,1281,0,7,RESP,3,6,5531161,5531183,22,PASS,PASS
521,1282,2,8,RESP,3,4,5531161,5531176,15,PASS,PASS
521,1283,3,4,RESP,2,2,5531161,5531169,8,PASS,PASS
522,1284,8,0,RESP,3,6,5548212,5548237,25,PASS,PASS
522,1285,3,7,REQ,0,7,5548212,5548233,21,PASS,PASS
522,1286,6,8,RESP,3,3,5548212,5548225,13,PASS,PASS
523,1287,6,2,REQ,0,5,5565263,5565286,23,PASS,PASS
523,1288,3,0,REQ,1,6,5565263,5565279,16,PASS,PASS
523,1289,0,2,REQ,1,5,5565263,5565281,18,PASS,PASS
524,1290,2,8,RESP,2,6,5582314,5582333,19,PASS,PASS
524,1291,1,2,RESP,2,4,5582314,5582326,12,PASS,PASS
524,1292,0,4,REQ,0,3,5582314,5582327,13,PASS,PASS
525,1293,2,0,RESP,2,6,5599365,5599384,19,PASS,PASS
525,1294,1,0,RESP,2,6,5599365,5599381,16,PASS,PASS
525,1295,0,8,REQ,1,3,5599365,5599384,19,PASS,PASS
526,1296,2,8,RESP,2,2,5616416,5616427,11,PASS,PASS
526,1297,1,3,RESP,2,3,5616416,5616429,13,PASS,PASS
526,1298,5,8,RESP,2,5,5616416,5616430,14,PASS,PASS
527,1299,6,5,REQ,1,3,5633467,5633483,16,PASS,PASS
527,1300,4,7,REQ,0,7,5633467,5633485,18,PASS,PASS
527,1301,2,4,REQ,1,2,5633467,5633478,11,PASS,PASS
528,1302,2,1,RESP,3,6,5650518,5650534,16,PASS,PASS
528,1303,8,0,RESP,3,3,5650518,5650537,19,PASS,PASS
528,1304,0,2,RESP,2,7,5650518,5650539,21,PASS,PASS
529,1305,7,5,REQ,0,7,5667569,5667590,21,PASS,PASS
529,1306,8,7,RESP,3,3,5667569,5667579,10,PASS,PASS
529,1307,4,3,REQ,1,5,5667569,5667583,14,PASS,PASS
530,1308,8,5,RESP,3,4,5684620,5684633,13,PASS,PASS
530,1309,4,0,REQ,0,3,5684620,5684633,13,PASS,PASS
530,1310,6,5,RESP,3,7,5684620,5684644,24,PASS,PASS
531,1311,6,3,RESP,2,6,5701671,5701687,16,PASS,PASS
531,1312,0,2,RESP,3,6,5701671,5701690,19,PASS,PASS
531,1313,3,1,RESP,3,3,5701671,5701684,13,PASS,PASS
532,1314,1,3,RESP,2,3,5718722,5718735,13,PASS,PASS
532,1315,2,4,REQ,0,7,5718722,5718743,21,PASS,PASS
532,1316,7,3,REQ,1,3,5718722,5718736,14,PASS,PASS
533,1317,0,3,RESP,3,6,5735773,5735789,16,PASS,PASS
533,1318,1,7,REQ,1,7,5735773,5735794,21,PASS,PASS
533,1319,6,2,REQ,0,3,5735773,5735792,19,PASS,PASS
534,1320,8,0,REQ,0,2,5752824,5752841,17,PASS,PASS
534,1321,0,3,RESP,3,4,5752824,5752836,12,PASS,PASS
534,1322,5,4,REQ,0,5,5752824,5752838,14,PASS,PASS
535,1323,2,1,RESP,2,4,5769875,5769887,12,PASS,PASS
535,1324,1,0,REQ,0,7,5769875,5769893,18,PASS,PASS
535,1325,6,7,REQ,1,5,5769875,5769889,14,PASS,PASS
536,1326,8,2,REQ,1,6,5786926,5786945,19,PASS,PASS
536,1327,3,0,REQ,1,3,5786926,5786936,10,PASS,PASS
536,1328,7,6,RESP,3,3,5786926,5786936,10,PASS,PASS
537,1329,8,2,REQ,0,7,5803977,5803998,21,PASS,PASS
537,1330,4,5,RESP,2,2,5803977,5803985,8,PASS,PASS
537,1331,5,1,RESP,2,4,5803977,5803992,15,PASS,PASS
538,1332,2,5,RESP,2,3,5821028,5821038,10,PASS,PASS
538,1333,5,4,RESP,3,4,5821028,5821040,12,PASS,PASS
538,1334,1,8,RESP,2,2,5821028,5821042,14,PASS,PASS
539,1335,6,3,REQ,0,7,5838079,5838097,18,PASS,PASS
539,1336,7,0,REQ,1,6,5838079,5838101,22,PASS,PASS
539,1337,2,0,REQ,0,6,5838079,5838098,19,PASS,PASS
540,1338,2,8,RESP,2,4,5855130,5855145,15,PASS,PASS
540,1339,1,2,RESP,2,3,5855130,5855140,10,PASS,PASS
540,1340,6,5,REQ,1,2,5855130,5855144,14,PASS,PASS
541,1341,5,8,RESP,2,2,5872181,5872189,8,PASS,PASS
541,1342,2,7,REQ,1,2,5872181,5872195,14,PASS,PASS
541,1343,7,5,RESP,3,3,5872181,5872194,13,PASS,PASS
542,1344,1,0,RESP,2,6,5889232,5889248,16,PASS,PASS
542,1345,7,4,REQ,1,4,5889232,5889244,12,PASS,PASS
542,1346,0,5,REQ,0,6,5889232,5889254,22,PASS,PASS
543,1347,2,8,RESP,2,2,5906283,5906294,11,PASS,PASS
543,1348,4,0,RESP,3,2,5906283,5906294,11,PASS,PASS
543,1349,7,4,REQ,0,6,5906283,5906299,16,PASS,PASS
544,1350,3,2,REQ,1,7,5923334,5923358,24,PASS,PASS
544,1351,8,6,REQ,1,2,5923334,5923345,11,PASS,PASS
544,1352,5,0,REQ,1,5,5923334,5923354,20,PASS,PASS
545,1353,3,8,RESP,2,2,5940385,5940399,14,PASS,PASS
545,1354,4,3,REQ,1,5,5940385,5940399,14,PASS,PASS
545,1355,7,8,RESP,2,2,5940385,5940393,8,PASS,PASS
546,1356,1,3,RESP,2,4,5957436,5957451,15,PASS,PASS
546,1357,6,4,REQ,1,7,5957436,5957457,21,PASS,PASS
546,1358,3,0,REQ,0,7,5957436,5957454,18,PASS,PASS
547,1359,1,6,REQ,1,2,5974487,5974501,14,PASS,PASS
547,1360,5,4,REQ,1,3,5974487,5974497,10,PASS,PASS
547,1361,3,7,REQ,1,4,5974487,5974502,15,PASS,PASS
548,1362,8,3,REQ,1,2,5991538,5991552,14,PASS,PASS
548,1363,3,7,RESP,2,7,5991538,5991559,21,PASS,PASS
548,1364,2,4,RESP,2,7,5991538,5991559,21,PASS,PASS
549,1365,0,2,RESP,3,2,6008589,6008600,11,PASS,PASS
549,1366,3,1,REQ,1,4,6008589,6008604,15,PASS,PASS
549,1367,4,3,REQ,0,7,6008589,6008607,18,PASS,PASS
