case_id,pkt_done,case_pass,case_fail,latency_sum,latency_min,latency_max,latency_avg
766,2,2,0,15,6,9,7.5
767,2,2,0,18,6,12,9.0
768,2,2,0,18,6,12,9.0
769,2,2,0,15,6,9,7.5
770,2,2,0,15,6,9,7.5
771,2,2,0,19,9,10,9.5
772,2,2,0,12,6,6,6.0
773,2,2,0,18,9,9,9.0
774,2,2,0,15,6,9,7.5
775,2,2,0,21,6,15,10.5
776,2,2,0,21,6,15,10.5
777,2,2,0,15,6,9,7.5
778,2,2,0,15,6,9,7.5
779,2,2,0,12,6,6,6.0
780,2,2,0,15,6,9,7.5
781,2,2,0,12,6,6,6.0
782,2,2,0,21,9,12,10.5
783,2,2,0,21,9,12,10.5
784,2,2,0,21,6,15,10.5
785,2,2,0,18,9,9,9.0
786,2,2,0,18,9,9,9.0
787,2,2,0,18,9,9,9.0
788,2,2,0,21,9,12,10.5
789,2,2,0,18,9,9,9.0
790,2,2,0,15,6,9,7.5
791,2,2,0,15,6,9,7.5
792,2,2,0,15,6,9,7.5
793,2,2,0,12,6,6,6.0
794,2,2,0,24,12,12,12.0
795,2,2,0,15,6,9,7.5
796,2,2,0,12,6,6,6.0
797,2,2,0,18,9,9,9.0
798,2,2,0,15,6,9,7.5
799,2,2,0,21,6,15,10.5
800,2,2,0,15,6,9,7.5
801,2,2,0,18,6,12,9.0
802,2,2,0,12,6,6,6.0
803,2,2,0,21,9,12,10.5
804,2,2,0,12,6,6,6.0
805,2,2,0,21,9,12,10.5
806,2,2,0,12,6,6,6.0
807,2,2,0,24,9,15,12.0
808,2,2,0,27,12,15,13.5
809,2,2,0,21,9,12,10.5
810,2,2,0,15,6,9,7.5
811,2,2,0,18,6,12,9.0
812,2,2,0,18,6,12,9.0
813,2,2,0,15,6,9,7.5
814,2,2,0,15,6,9,7.5
815,2,2,0,15,6,9,7.5
816,2,2,0,18,9,9,9.0
817,2,2,0,21,9,12,10.5
818,2,2,0,18,6,12,9.0
819,2,2,0,15,6,9,7.5
820,2,2,0,21,9,12,10.5
821,2,2,0,15,6,9,7.5
822,2,2,0,18,6,12,9.0
823,2,2,0,24,9,15,12.0
824,2,2,0,24,12,12,12.0
825,2,2,0,15,6,9,7.5
826,2,2,0,15,6,9,7.5
827,2,2,0,21,9,12,10.5
828,2,2,0,15,6,9,7.5
829,2,2,0,21,9,12,10.5
830,2,2,0,15,6,9,7.5
831,2,2,0,18,9,9,9.0
832,2,2,0,18,9,9,9.0
833,2,2,0,21,9,12,10.5
834,2,2,0,12,6,6,6.0
835,2,2,0,24,9,15,12.0
836,2,2,0,15,6,9,7.5
837,2,2,0,21,6,15,10.5
838,2,2,0,21,9,12,10.5
839,2,2,0,24,12,12,12.0
840,2,2,0,24,9,15,12.0
841,2,2,0,27,12,15,13.5
842,2,2,0,15,6,9,7.5
843,2,2,0,15,6,9,7.5
844,2,2,0,21,9,12,10.5
845,2,2,0,18,9,9,9.0
846,2,2,0,15,6,9,7.5
847,2,2,0,18,9,9,9.0
848,2,2,0,18,9,9,9.0
849,2,2,0,21,9,12,10.5
850,2,2,0,21,9,12,10.5
851,2,2,0,12,6,6,6.0
852,2,2,0,18,9,9,9.0
853,2,2,0,18,9,9,9.0
854,2,2,0,21,9,12,10.5
855,2,2,0,12,6,6,6.0
856,2,2,0,24,12,12,12.0
857,2,2,0,15,6,9,7.5
858,2,2,0,18,6,12,9.0
859,2,2,0,15,6,9,7.5
860,2,2,0,24,12,12,12.0
861,2,2,0,21,9,12,10.5
862,2,2,0,12,6,6,6.0
863,2,2,0,18,6,12,9.0
864,2,2,0,24,12,12,12.0
865,2,2,0,15,6,9,7.5
866,2,2,0,27,12,15,13.5
867,2,2,0,15,6,9,7.5
868,2,2,0,15,6,9,7.5
869,2,2,0,15,6,9,7.5
870,2,2,0,15,6,9,7.5
871,2,2,0,15,6,9,7.5
872,2,2,0,18,6,12,9.0
873,2,2,0,18,9,9,9.0
874,2,2,0,15,6,9,7.5
875,2,2,0,18,6,12,9.0
876,2,2,0,15,6,9,7.5
877,2,2,0,15,6,9,7.5
878,2,2,0,21,9,12,10.5
879,2,2,0,15,6,9,7.5
880,2,2,0,18,6,12,9.0
881,2,2,0,21,6,15,10.5
882,2,2,0,15,6,9,7.5
883,2,2,0,18,9,9,9.0
884,2,2,0,24,12,12,12.0
885,2,2,0,12,6,6,6.0
886,2,2,0,12,6,6,6.0
887,2,2,0,15,6,9,7.5
888,2,2,0,18,9,9,9.0
889,2,2,0,18,6,12,9.0
890,2,2,0,24,9,15,12.0
891,2,2,0,18,9,9,9.0
892,2,2,0,19,9,10,9.5
893,2,2,0,18,9,9,9.0
894,2,2,0,18,6,12,9.0
895,2,2,0,24,9,15,12.0
896,2,2,0,18,9,9,9.0
897,2,2,0,15,6,9,7.5
898,2,2,0,15,6,9,7.5
899,2,2,0,18,9,9,9.0
900,2,2,0,27,12,15,13.5
901,2,2,0,15,6,9,7.5
902,2,2,0,15,6,9,7.5
903,2,2,0,15,6,9,7.5
904,2,2,0,12,6,6,6.0
905,2,2,0,15,6,9,7.5
906,2,2,0,15,6,9,7.5
907,2,2,0,21,9,12,10.5
908,2,2,0,15,6,9,7.5
909,2,2,0,24,9,15,12.0
910,2,2,0,18,9,9,9.0
911,2,2,0,19,9,10,9.5
912,2,2,0,15,6,9,7.5
913,2,2,0,24,9,15,12.0
914,2,2,0,15,6,9,7.5
915,2,2,0,12,6,6,6.0
916,2,2,0,18,9,9,9.0
917,2,2,0,21,9,12,10.5
918,2,2,0,21,9,12,10.5
919,2,2,0,24,12,12,12.0
920,2,2,0,21,9,12,10.5
921,2,2,0,18,9,9,9.0
922,2,2,0,21,9,12,10.5
923,2,2,0,15,6,9,7.5
924,2,2,0,15,6,9,7.5
925,2,2,0,19,9,10,9.5
926,2,2,0,15,6,9,7.5
927,2,2,0,15,6,9,7.5
928,2,2,0,18,6,12,9.0
929,2,2,0,18,6,12,9.0
930,2,2,0,15,6,9,7.5
931,2,2,0,18,6,12,9.0
932,2,2,0,18,9,9,9.0
933,2,2,0,12,6,6,6.0
934,2,2,0,19,9,10,9.5
935,2,2,0,18,9,9,9.0
936,2,2,0,15,6,9,7.5
937,2,2,0,27,12,15,13.5
938,2,2,0,15,6,9,7.5
939,2,2,0,18,6,12,9.0
940,2,2,0,24,12,12,12.0
941,2,2,0,18,6,12,9.0
942,2,2,0,27,12,15,13.5
943,2,2,0,12,6,6,6.0
944,2,2,0,15,6,9,7.5
945,2,2,0,18,9,9,9.0
946,2,2,0,15,6,9,7.5
947,2,2,0,18,6,12,9.0
948,2,2,0,15,6,9,7.5
949,2,2,0,12,6,6,6.0
950,2,2,0,15,6,9,7.5
951,2,2,0,21,9,12,10.5
952,2,2,0,18,9,9,9.0
953,2,2,0,12,6,6,6.0
954,2,2,0,18,6,12,9.0
955,2,2,0,18,6,12,9.0
956,2,2,0,12,6,6,6.0
957,2,2,0,18,6,12,9.0
958,2,2,0,15,6,9,7.5
959,2,2,0,18,6,12,9.0
960,2,2,0,21,9,12,10.5
961,2,2,0,15,6,9,7.5
962,2,2,0,15,6,9,7.5
963,2,2,0,15,6,9,7.5
964,2,2,0,18,9,9,9.0
965,2,2,0,18,6,12,9.0
966,2,2,0,13,6,7,6.5
967,2,2,0,18,9,9,9.0
968,2,2,0,15,6,9,7.5
969,2,2,0,15,6,9,7.5
970,2,2,0,21,9,12,10.5
971,2,2,0,15,6,9,7.5
972,2,2,0,18,9,9,9.0
973,2,2,0,18,9,9,9.0
974,2,2,0,15,6,9,7.5
975,2,2,0,15,6,9,7.5
976,2,2,0,18,6,12,9.0
977,2,2,0,12,6,6,6.0
978,2,2,0,15,6,9,7.5
979,2,2,0,24,9,15,12.0
980,2,2,0,12,6,6,6.0
981,2,2,0,12,6,6,6.0
982,2,2,0,18,9,9,9.0
983,2,2,0,18,9,9,9.0
984,2,2,0,18,6,12,9.0
985,2,2,0,15,6,9,7.5
986,2,2,0,15,6,9,7.5
987,2,2,0,18,6,12,9.0
988,2,2,0,19,9,10,9.5
989,2,2,0,21,9,12,10.5
990,2,2,0,21,9,12,10.5
991,2,2,0,21,9,12,10.5
992,2,2,0,18,9,9,9.0
993,2,2,0,19,9,10,9.5
994,2,2,0,21,9,12,10.5
995,2,2,0,15,6,9,7.5
996,2,2,0,19,9,10,9.5
997,2,2,0,15,6,9,7.5
998,2,2,0,18,6,12,9.0
999,2,2,0,21,9,12,10.5
1000,1,1,0,18,18,18,18.0
1001,1,1,0,20,20,20,20.0
1002,1,1,0,13,13,13,13.0
1003,1,1,0,24,24,24,24.0
1004,1,1,0,12,12,12,12.0
1005,1,1,0,11,11,11,11.0
1006,1,1,0,16,16,16,16.0
1007,1,1,0,19,19,19,19.0
1008,1,1,0,15,15,15,15.0
1009,1,1,0,14,14,14,14.0
1010,1,1,0,10,10,10,10.0
1011,1,1,0,14,14,14,14.0
1012,1,1,0,19,19,19,19.0
1013,1,1,0,15,15,15,15.0
1014,1,1,0,25,25,25,25.0
1015,1,1,0,15,15,15,15.0
1016,1,1,0,18,18,18,18.0
1017,1,1,0,18,18,18,18.0
1018,1,1,0,15,15,15,15.0
1019,1,1,0,11,11,11,11.0
1020,1,1,0,20,20,20,20.0
1021,1,1,0,22,22,22,22.0
1022,1,1,0,14,14,14,14.0
1023,1,1,0,17,17,17,17.0
1024,1,1,0,16,16,16,16.0
1025,1,1,0,21,21,21,21.0
1026,1,1,0,16,16,16,16.0
1027,1,1,0,14,14,14,14.0
1028,1,1,0,12,12,12,12.0
1029,1,1,0,18,18,18,18.0
1030,1,1,0,21,21,21,21.0
1031,1,1,0,16,16,16,16.0
1032,1,1,0,8,8,8,8.0
1033,1,1,0,14,14,14,14.0
1034,1,1,0,17,17,17,17.0
1035,1,1,0,17,17,17,17.0
1036,1,1,0,14,14,14,14.0
1037,1,1,0,20,20,20,20.0
1038,1,1,0,15,15,15,15.0
1039,1,1,0,15,15,15,15.0
1040,1,1,0,25,25,25,25.0
1041,1,1,0,12,12,12,12.0
1042,1,1,0,11,11,11,11.0
1043,1,1,0,14,14,14,14.0
1044,1,1,0,11,11,11,11.0
1045,1,1,0,14,14,14,14.0
1046,1,1,0,17,17,17,17.0
1047,1,1,0,19,19,19,19.0
1048,1,1,0,20,20,20,20.0
1049,1,1,0,11,11,11,11.0
1050,1,1,0,10,10,10,10.0
1051,1,1,0,21,21,21,21.0
1052,1,1,0,10,10,10,10.0
1053,1,1,0,20,20,20,20.0
1054,1,1,0,19,19,19,19.0
1055,1,1,0,19,19,19,19.0
1056,1,1,0,21,21,21,21.0
1057,1,1,0,11,11,11,11.0
1058,1,1,0,21,21,21,21.0
1059,1,1,0,11,11,11,11.0
1060,1,1,0,11,11,11,11.0
1061,1,1,0,12,12,12,12.0
1062,1,1,0,16,16,16,16.0
1063,1,1,0,16,16,16,16.0
1064,1,1,0,16,16,16,16.0
1065,1,1,0,14,14,14,14.0
1066,1,1,0,11,11,11,11.0
1067,1,1,0,13,13,13,13.0
1068,1,1,0,20,20,20,20.0
1069,1,1,0,12,12,12,12.0
1070,1,1,0,16,16,16,16.0
1071,1,1,0,17,17,17,17.0
1072,1,1,0,17,17,17,17.0
1073,1,1,0,17,17,17,17.0
1074,1,1,0,16,16,16,16.0
1075,1,1,0,11,11,11,11.0
1076,1,1,0,24,24,24,24.0
1077,1,1,0,8,8,8,8.0
1078,1,1,0,16,16,16,16.0
1079,1,1,0,18,18,18,18.0
1080,1,1,0,17,17,17,17.0
1081,1,1,0,24,24,24,24.0
1082,1,1,0,21,21,21,21.0
1083,1,1,0,14,14,14,14.0
1084,1,1,0,11,11,11,11.0
1085,1,1,0,21,21,21,21.0
1086,1,1,0,8,8,8,8.0
1087,1,1,0,10,10,10,10.0
1088,1,1,0,15,15,15,15.0
1089,1,1,0,17,17,17,17.0
1090,1,1,0,10,10,10,10.0
1091,1,1,0,17,17,17,17.0
1092,1,1,0,19,19,19,19.0
1093,1,1,0,15,15,15,15.0
1094,1,1,0,11,11,11,11.0
1095,1,1,0,10,10,10,10.0
1096,1,1,0,11,11,11,11.0
1097,1,1,0,11,11,11,11.0
1098,1,1,0,18,18,18,18.0
1099,1,1,0,19,19,19,19.0
1100,1,1,0,14,14,14,14.0
1101,1,1,0,15,15,15,15.0
1102,1,1,0,16,16,16,16.0
1103,1,1,0,17,17,17,17.0
1104,1,1,0,15,15,15,15.0
1105,1,1,0,18,18,18,18.0
1106,1,1,0,11,11,11,11.0
1107,1,1,0,14,14,14,14.0
1108,1,1,0,24,24,24,24.0
1109,1,1,0,12,12,12,12.0
1110,1,1,0,13,13,13,13.0
1111,1,1,0,12,12,12,12.0
1112,1,1,0,17,17,17,17.0
1113,1,1,0,16,16,16,16.0
1114,1,1,0,21,21,21,21.0
1115,1,1,0,10,10,10,10.0
1116,1,1,0,19,19,19,19.0
1117,1,1,0,21,21,21,21.0
1118,1,1,0,18,18,18,18.0
1119,1,1,0,18,18,18,18.0
1120,1,1,0,21,21,21,21.0
1121,1,1,0,18,18,18,18.0
1122,1,1,0,14,14,14,14.0
1123,1,1,0,17,17,17,17.0
1124,1,1,0,16,16,16,16.0
1125,1,1,0,18,18,18,18.0
1126,1,1,0,20,20,20,20.0
1127,1,1,0,13,13,13,13.0
1128,1,1,0,10,10,10,10.0
1129,1,1,0,18,18,18,18.0
1130,1,1,0,19,19,19,19.0
1131,1,1,0,21,21,21,21.0
1132,1,1,0,21,21,21,21.0
1133,1,1,0,8,8,8,8.0
1134,1,1,0,19,19,19,19.0
1135,1,1,0,18,18,18,18.0
1136,1,1,0,12,12,12,12.0
1137,1,1,0,22,22,22,22.0
1138,1,1,0,12,12,12,12.0
1139,1,1,0,14,14,14,14.0
1140,1,1,0,19,19,19,19.0
1141,1,1,0,15,15,15,15.0
1142,1,1,0,14,14,14,14.0
1143,1,1,0,16,16,16,16.0
1144,1,1,0,12,12,12,12.0
1145,1,1,0,19,19,19,19.0
1146,1,1,0,14,14,14,14.0
1147,1,1,0,21,21,21,21.0
1148,1,1,0,24,24,24,24.0
1149,1,1,0,21,21,21,21.0
1150,1,1,0,21,21,21,21.0
1151,1,1,0,24,24,24,24.0
1152,1,1,0,21,21,21,21.0
1153,1,1,0,12,12,12,12.0
1154,1,1,0,18,18,18,18.0
1155,1,1,0,11,11,11,11.0
1156,1,1,0,18,18,18,18.0
1157,1,1,0,18,18,18,18.0
1158,1,1,0,21,21,21,21.0
1159,1,1,0,18,18,18,18.0
1160,1,1,0,8,8,8,8.0
1161,1,1,0,12,12,12,12.0
1162,1,1,0,8,8,8,8.0
1163,1,1,0,18,18,18,18.0
1164,1,1,0,24,24,24,24.0
1165,1,1,0,15,15,15,15.0
1166,1,1,0,17,17,17,17.0
1167,1,1,0,20,20,20,20.0
1168,1,1,0,17,17,17,17.0
1169,1,1,0,16,16,16,16.0
1170,1,1,0,18,18,18,18.0
1171,1,1,0,18,18,18,18.0
1172,1,1,0,23,23,23,23.0
1173,1,1,0,16,16,16,16.0
1174,1,1,0,8,8,8,8.0
1175,1,1,0,16,16,16,16.0
1176,1,1,0,24,24,24,24.0
1177,1,1,0,24,24,24,24.0
1178,1,1,0,17,17,17,17.0
1179,1,1,0,27,27,27,27.0
1180,1,1,0,13,13,13,13.0
1181,1,1,0,21,21,21,21.0
1182,1,1,0,16,16,16,16.0
1183,1,1,0,11,11,11,11.0
1184,1,1,0,10,10,10,10.0
1185,1,1,0,8,8,8,8.0
1186,1,1,0,13,13,13,13.0
1187,1,1,0,19,19,19,19.0
1188,1,1,0,23,23,23,23.0
1189,1,1,0,11,11,11,11.0
1190,1,1,0,21,21,21,21.0
1191,1,1,0,14,14,14,14.0
1192,1,1,0,16,16,16,16.0
1193,1,1,0,11,11,11,11.0
1194,1,1,0,14,14,14,14.0
1195,1,1,0,14,14,14,14.0
1196,1,1,0,18,18,18,18.0
1197,1,1,0,15,15,15,15.0
1198,1,1,0,13,13,13,13.0
1199,1,1,0,17,17,17,17.0
1200,1,1,0,10,10,10,10.0
1201,1,1,0,18,18,18,18.0
1202,1,1,0,17,17,17,17.0
1203,1,1,0,17,17,17,17.0
1204,1,1,0,16,16,16,16.0
1205,1,1,0,19,19,19,19.0
1206,1,1,0,13,13,13,13.0
1207,1,1,0,11,11,11,11.0
1208,1,1,0,24,24,24,24.0
1209,1,1,0,14,14,14,14.0
1210,1,1,0,18,18,18,18.0
1211,1,1,0,10,10,10,10.0
1212,1,1,0,11,11,11,11.0
1213,1,1,0,21,21,21,21.0
1214,1,1,0,18,18,18,18.0
1215,1,1,0,11,11,11,11.0
1216,1,1,0,20,20,20,20.0
1217,1,1,0,18,18,18,18.0
1218,1,1,0,16,16,16,16.0
1219,1,1,0,10,10,10,10.0
1220,1,1,0,24,24,24,24.0
1221,1,1,0,15,15,15,15.0
1222,1,1,0,10,10,10,10.0
1223,1,1,0,10,10,10,10.0
1224,1,1,0,19,19,19,19.0
1225,1,1,0,19,19,19,19.0
1226,1,1,0,13,13,13,13.0
1227,1,1,0,16,16,16,16.0
1228,1,1,0,14,14,14,14.0
1229,1,1,0,24,24,24,24.0
1230,1,1,0,18,18,18,18.0
1231,1,1,0,11,11,11,11.0
1232,1,1,0,19,19,19,19.0
1233,1,1,0,19,19,19,19.0
1234,1,1,0,20,20,20,20.0
1235,1,1,0,20,20,20,20.0
1236,1,1,0,20,20,20,20.0
1237,1,1,0,11,11,11,11.0
1238,1,1,0,21,21,21,21.0
1239,1,1,0,24,24,24,24.0
1240,1,1,0,12,12,12,12.0
1241,1,1,0,16,16,16,16.0
1242,1,1,0,21,21,21,21.0
1243,1,1,0,10,10,10,10.0
1244,1,1,0,15,15,15,15.0
1245,1,1,0,12,12,12,12.0
1246,1,1,0,19,19,19,19.0
1247,1,1,0,21,21,21,21.0
1248,1,1,0,21,21,21,21.0
1249,1,1,0,18,18,18,18.0
1250,1,1,0,21,21,21,21.0
1251,1,1,0,24,24,24,24.0
1252,1,1,0,20,20,20,20.0
1253,1,1,0,14,14,14,14.0
1254,1,1,0,14,14,14,14.0
1255,1,1,0,14,14,14,14.0
1256,1,1,0,12,12,12,12.0
1257,1,1,0,10,10,10,10.0
1258,1,1,0,17,17,17,17.0
1259,1,1,0,13,13,13,13.0
1260,1,1,0,17,17,17,17.0
1261,1,1,0,14,14,14,14.0
1262,1,1,0,21,21,21,21.0
1263,1,1,0,19,19,19,19.0
1264,1,1,0,16,16,16,16.0
1265,1,1,0,19,19,19,19.0
1266,1,1,0,14,14,14,14.0
1267,1,1,0,10,10,10,10.0
1268,1,1,0,17,17,17,17.0
1269,1,1,0,15,15,15,15.0
1270,1,1,0,15,15,15,15.0
1271,1,1,0,20,20,20,20.0
1272,1,1,0,21,21,21,21.0
1273,1,1,0,18,18,18,18.0
1274,1,1,0,14,14,14,14.0
1275,1,1,0,20,20,20,20.0
1276,1,1,0,15,15,15,15.0
1277,1,1,0,19,19,19,19.0
1278,1,1,0,22,22,22,22.0
1279,1,1,0,8,8,8,8.0
1280,1,1,0,21,21,21,21.0
1281,1,1,0,17,17,17,17.0
1282,1,1,0,15,15,15,15.0
1283,1,1,0,11,11,11,11.0
1284,1,1,0,16,16,16,16.0
1285,1,1,0,18,18,18,18.0
1286,1,1,0,15,15,15,15.0
1287,1,1,0,21,21,21,21.0
1288,1,1,0,13,13,13,13.0
1289,1,1,0,22,22,22,22.0
1290,1,1,0,12,12,12,12.0
1291,1,1,0,13,13,13,13.0
1292,1,1,0,12,12,12,12.0
1293,1,1,0,21,21,21,21.0
1294,1,1,0,20,20,20,20.0
1295,1,1,0,19,19,19,19.0
1296,1,1,0,17,17,17,17.0
1297,1,1,0,19,19,19,19.0
1298,1,1,0,17,17,17,17.0
1299,1,1,0,19,19,19,19.0
1300,1,1,0,22,22,22,22.0
1301,1,1,0,21,21,21,21.0
1302,1,1,0,24,24,24,24.0
1303,1,1,0,10,10,10,10.0
1304,1,1,0,17,17,17,17.0
1305,1,1,0,16,16,16,16.0
1306,1,1,0,14,14,14,14.0
1307,1,1,0,16,16,16,16.0
1308,1,1,0,16,16,16,16.0
1309,1,1,0,19,19,19,19.0
1310,1,1,0,8,8,8,8.0
1311,1,1,0,11,11,11,11.0
1312,1,1,0,22,22,22,22.0
1313,1,1,0,20,20,20,20.0
1314,1,1,0,24,24,24,24.0
1315,1,1,0,11,11,11,11.0
1316,1,1,0,21,21,21,21.0
1317,1,1,0,14,14,14,14.0
1318,1,1,0,14,14,14,14.0
1319,1,1,0,18,18,18,18.0
1320,1,1,0,16,16,16,16.0
1321,1,1,0,18,18,18,18.0
1322,1,1,0,17,17,17,17.0
1323,1,1,0,14,14,14,14.0
1324,1,1,0,18,18,18,18.0
1325,1,1,0,22,22,22,22.0
1326,1,1,0,10,10,10,10.0
1327,1,1,0,14,14,14,14.0
1328,1,1,0,16,16,16,16.0
1329,1,1,0,18,18,18,18.0
1330,1,1,0,15,15,15,15.0
1331,1,1,0,10,10,10,10.0
1332,1,1,0,22,22,22,22.0
1333,1,1,0,21,21,21,21.0
1334,1,1,0,14,14,14,14.0
1335,1,1,0,24,24,24,24.0
1336,1,1,0,13,13,13,13.0
1337,1,1,0,13,13,13,13.0
1338,1,1,0,16,16,16,16.0
1339,1,1,0,17,17,17,17.0
1340,1,1,0,15,15,15,15.0
1341,1,1,0,13,13,13,13.0
1342,1,1,0,21,21,21,21.0
1343,1,1,0,14,14,14,14.0
1344,1,1,0,14,14,14,14.0
1345,1,1,0,18,18,18,18.0
1346,1,1,0,16,16,16,16.0
1347,1,1,0,17,17,17,17.0
1348,1,1,0,18,18,18,18.0
1349,1,1,0,10,10,10,10.0
1350,1,1,0,14,14,14,14.0
1351,1,1,0,17,17,17,17.0
1352,1,1,0,15,15,15,15.0
1353,1,1,0,16,16,16,16.0
1354,1,1,0,17,17,17,17.0
1355,1,1,0,8,8,8,8.0
1356,1,1,0,14,14,14,14.0
1357,1,1,0,15,15,15,15.0
1358,1,1,0,19,19,19,19.0
1359,1,1,0,14,14,14,14.0
1360,1,1,0,12,12,12,12.0
1361,1,1,0,8,8,8,8.0
1362,1,1,0,19,19,19,19.0
1363,1,1,0,27,27,27,27.0
1364,1,1,0,10,10,10,10.0
1365,1,1,0,8,8,8,8.0
1366,1,1,0,16,16,16,16.0
1367,1,1,0,18,18,18,18.0
1368,1,1,0,21,21,21,21.0
1369,1,1,0,16,16,16,16.0
1370,1,1,0,16,16,16,16.0
1371,1,1,0,19,19,19,19.0
1372,1,1,0,19,19,19,19.0
1373,1,1,0,16,16,16,16.0
1374,1,1,0,15,15,15,15.0
1375,1,1,0,10,10,10,10.0
1376,1,1,0,16,16,16,16.0
1377,1,1,0,18,18,18,18.0
1378,1,1,0,17,17,17,17.0
1379,1,1,0,17,17,17,17.0
1380,1,1,0,21,21,21,21.0
1381,1,1,0,12,12,12,12.0
1382,1,1,0,14,14,14,14.0
1383,1,1,0,13,13,13,13.0
1384,1,1,0,19,19,19,19.0
1385,1,1,0,8,8,8,8.0
1386,1,1,0,18,18,18,18.0
1387,1,1,0,12,12,12,12.0
1388,1,1,0,25,25,25,25.0
1389,1,1,0,15,15,15,15.0
1390,1,1,0,15,15,15,15.0
1391,1,1,0,16,16,16,16.0
1392,1,1,0,17,17,17,17.0
1393,1,1,0,22,22,22,22.0
1394,1,1,0,14,14,14,14.0
1395,1,1,0,20,20,20,20.0
1396,1,1,0,11,11,11,11.0
1397,1,1,0,19,19,19,19.0
1398,1,1,0,12,12,12,12.0
1399,1,1,0,11,11,11,11.0
1400,1,1,0,17,17,17,17.0
1401,1,1,0,21,21,21,21.0
1402,1,1,0,16,16,16,16.0
1403,1,1,0,18,18,18,18.0
1404,1,1,0,12,12,12,12.0
1405,1,1,0,15,15,15,15.0
1406,1,1,0,14,14,14,14.0
1407,1,1,0,21,21,21,21.0
1408,1,1,0,18,18,18,18.0
1409,1,1,0,14,14,14,14.0
1410,1,1,0,14,14,14,14.0
1411,1,1,0,19,19,19,19.0
1412,1,1,0,8,8,8,8.0
1413,1,1,0,10,10,10,10.0
1414,1,1,0,15,15,15,15.0
1415,1,1,0,15,15,15,15.0
1416,1,1,0,16,16,16,16.0
1417,1,1,0,18,18,18,18.0
1418,1,1,0,12,12,12,12.0
1419,1,1,0,19,19,19,19.0
1420,1,1,0,16,16,16,16.0
1421,1,1,0,24,24,24,24.0
1422,1,1,0,11,11,11,11.0
1423,1,1,0,14,14,14,14.0
1424,1,1,0,24,24,24,24.0
1425,1,1,0,11,11,11,11.0
1426,1,1,0,12,12,12,12.0
1427,1,1,0,16,16,16,16.0
1428,1,1,0,11,11,11,11.0
1429,1,1,0,16,16,16,16.0
1430,1,1,0,15,15,15,15.0
1431,1,1,0,12,12,12,12.0
1432,1,1,0,21,21,21,21.0
1433,1,1,0,18,18,18,18.0
1434,1,1,0,23,23,23,23.0
1435,1,1,0,17,17,17,17.0
1436,1,1,0,21,21,21,21.0
1437,1,1,0,15,15,15,15.0
1438,1,1,0,21,21,21,21.0
1439,1,1,0,20,20,20,20.0
1440,1,1,0,10,10,10,10.0
1441,1,1,0,14,14,14,14.0
1442,1,1,0,14,14,14,14.0
1443,1,1,0,11,11,11,11.0
1444,1,1,0,19,19,19,19.0
1445,1,1,0,14,14,14,14.0
1446,1,1,0,14,14,14,14.0
1447,1,1,0,11,11,11,11.0
1448,1,1,0,22,22,22,22.0
1449,1,1,0,15,15,15,15.0
1450,1,1,0,15,15,15,15.0
1451,1,1,0,13,13,13,13.0
1452,1,1,0,15,15,15,15.0
1453,1,1,0,16,16,16,16.0
1454,1,1,0,15,15,15,15.0
1455,1,1,0,16,16,16,16.0
1456,1,1,0,17,17,17,17.0
1457,1,1,0,16,16,16,16.0
1458,1,1,0,15,15,15,15.0
1459,1,1,0,8,8,8,8.0
1460,1,1,0,17,17,17,17.0
1461,1,1,0,18,18,18,18.0
1462,1,1,0,10,10,10,10.0
1463,1,1,0,14,14,14,14.0
1464,1,1,0,20,20,20,20.0
1465,1,1,0,10,10,10,10.0
1466,1,1,0,10,10,10,10.0
1467,1,1,0,21,21,21,21.0
1468,1,1,0,20,20,20,20.0
1469,1,1,0,15,15,15,15.0
1470,1,1,0,8,8,8,8.0
1471,1,1,0,14,14,14,14.0
1472,1,1,0,11,11,11,11.0
1473,1,1,0,21,21,21,21.0
1474,1,1,0,12,12,12,12.0
1475,1,1,0,16,16,16,16.0
1476,1,1,0,10,10,10,10.0
1477,1,1,0,22,22,22,22.0
1478,1,1,0,23,23,23,23.0
1479,1,1,0,8,8,8,8.0
1480,1,1,0,12,12,12,12.0
1481,1,1,0,16,16,16,16.0
1482,1,1,0,13,13,13,13.0
1483,1,1,0,13,13,13,13.0
1484,1,1,0,15,15,15,15.0
1485,1,1,0,18,18,18,18.0
1486,1,1,0,19,19,19,19.0
1487,1,1,0,18,18,18,18.0
1488,1,1,0,15,15,15,15.0
1489,1,1,0,8,8,8,8.0
1490,1,1,0,24,24,24,24.0
1491,1,1,0,10,10,10,10.0
1492,1,1,0,18,18,18,18.0
1493,1,1,0,21,21,21,21.0
1494,1,1,0,13,13,13,13.0
1495,1,1,0,8,8,8,8.0
1496,1,1,0,8,8,8,8.0
1497,1,1,0,18,18,18,18.0
1498,1,1,0,17,17,17,17.0
1499,1,1,0,24,24,24,24.0
1500,1,1,0,14,14,14,14.0
1501,1,1,0,18,18,18,18.0
1502,1,1,0,17,17,17,17.0
1503,1,1,0,19,19,19,19.0
1504,1,1,0,21,21,21,21.0
1505,1,1,0,21,21,21,21.0
1506,1,1,0,14,14,14,14.0
1507,1,1,0,14,14,14,14.0
1508,1,1,0,15,15,15,15.0
1509,1,1,0,11,11,11,11.0
1510,1,1,0,19,19,19,19.0
1511,1,1,0,16,16,16,16.0
